Province,Date,total_vaccines_distributed,total_boosters_1,total_vaccinated,total_vaccinations
AB,2021-08-23,6767935,0,2586927,5495479
AB,2021-08-24,6767935,0,2591905,5503259
AB,2021-08-25,6767935,0,2596749,5511274
AB,2021-08-26,6767935,0,2601995,5520209
AB,2021-08-27,6767935,0,2606944,5528420
AB,2021-08-28,6767935,0,2606944,5528420
AB,2021-08-29,6767935,0,2606944,5528420
AB,2021-08-30,6767935,0,2621121,5551932
AB,2021-08-31,6767935,0,2625549,5559321
AB,2021-09-01,6767935,0,2629789,5566535
AB,2021-09-02,6767935,0,2634271,5574762
AB,2021-09-03,6768435,0,2639184,5583842
AB,2021-09-04,6768435,0,2639184,5583842
AB,2021-09-05,6768435,0,2639184,5583842
AB,2021-09-06,6768435,0,2639184,5583842
AB,2021-09-07,6768435,0,2654121,5611168
AB,2021-09-08,6768435,0,2657735,5618821
AB,2021-09-09,6897135,0,2661123,5626056
AB,2021-09-10,6897135,0,2664986,5634146
AB,2021-09-11,6897135,0,2664986,5634146
AB,2021-09-12,6897135,0,2664986,5634146
AB,2021-09-13,6897135,0,2676327,5656213
AB,2021-09-14,6897135,0,2680933,5665956
AB,2021-09-15,6897135,0,2685062,5674732
AB,2021-09-16,6897135,0,2689686,5685024
AB,2021-09-17,6897135,42745,2699191,5754307
AB,2021-09-18,6897135,42745,2699191,5754307
AB,2021-09-19,6897135,42745,2699191,5754307
AB,2021-09-20,6897135,48334,2720223,5816752
AB,2021-09-21,6897135,51440,2738846,5853057
AB,2021-09-22,6897135,54179,2746141,5875001
AB,2021-09-23,6897135,57922,2753156,5896827
AB,2021-09-24,6897135,106031,2760404,5963532
AB,2021-09-25,6897135,106031,2760404,5963532
AB,2021-09-26,6897135,106031,2760404,5963532
AB,2021-09-27,6897135,114757,2777622,6013277
AB,2021-09-28,6897135,118991,2783275,6031708
AB,2021-09-29,6897135,123124,2788778,6049067
AB,2021-09-30,7300825,127264,2795057,6067562
AB,2021-10-01,7300825,131547,2801282,6085230
AB,2021-10-02,7300825,131547,2801282,6085230
AB,2021-10-03,7300825,131547,2801282,6085230
AB,2021-10-04,7300825,137626,2816254,6121821
AB,2021-10-05,7300825,140445,2824317,6142455
AB,2021-10-06,7300825,143395,2829302,6155243
AB,2021-10-07,7300825,150555,2834607,6173317
AB,2021-10-08,7300825,157408,2840719,6192093
AB,2021-10-09,7300825,157408,2840719,6192093
AB,2021-10-10,7300825,157408,2840719,6192093
AB,2021-10-11,7300825,157408,2840719,6192093
AB,2021-10-12,7300825,170199,2859926,6238674
AB,2021-10-13,7300825,177499,2867833,6259239
AB,2021-10-14,7300825,184712,2876419,6281014
AB,2021-10-15,7300825,192180,2886025,6304054
AB,2021-10-16,7300825,192180,2886025,6304054
AB,2021-10-17,7300825,192180,2886025,6304054
AB,2021-10-18,7300825,204617,2910456,6350131
AB,2021-10-19,7300825,210976,2919408,6368880
AB,2021-10-20,7300825,216581,2928786,6389130
AB,2021-10-21,7470529,222134,2937047,6406177
AB,2021-10-22,7470529,228280,2945712,6424188
AB,2021-10-23,7470529,228280,2945712,6424188
AB,2021-10-24,7470529,228280,2945712,6424188
AB,2021-10-25,7470529,238312,2968615,6465123
AB,2021-10-26,7470529,243327,2978112,6482574
AB,2021-10-27,7470529,247859,2986013,6497809
AB,2021-10-28,7470529,252760,2993634,6513132
AB,2021-10-29,7470529,257477,3001199,6528133
AB,2021-10-30,7470529,257477,3001199,6528133
AB,2021-10-31,7470529,257477,3001199,6528133
AB,2021-11-01,7470529,264511,3019438,6559777
AB,2021-11-02,7470529,264511,3019438,6559777
AB,2021-11-03,7470529,271185,3031345,6583429
AB,2021-11-04,7470529,274434,3036907,6594604
AB,2021-11-05,7470529,278608,3042368,6606404
AB,2021-11-06,7470529,278608,3042368,6606404
AB,2021-11-07,7470529,278608,3042368,6606404
AB,2021-11-08,7470529,285261,3055861,6631562
AB,2021-11-09,7470529,294298,3062147,6649757
AB,2021-11-10,7470529,301442,3066646,6663471
AB,2021-11-11,7470529,301442,3066646,6663471
AB,2021-11-12,7470529,312076,3075466,6686587
NB,2020-01-25,0,0,0,0
NB,2020-01-26,0,0,0,0
NB,2020-01-27,0,0,0,0
NB,2020-01-28,0,0,0,0
NB,2020-01-29,0,0,0,0
NB,2020-01-30,0,0,0,0
NB,2020-01-31,0,0,0,0
NB,2020-02-01,0,0,0,0
NB,2020-02-02,0,0,0,0
NB,2020-02-03,0,0,0,0
NB,2020-02-04,0,0,0,0
NB,2020-02-05,0,0,0,0
NB,2020-02-06,0,0,0,0
NB,2020-02-07,0,0,0,0
NB,2020-02-08,0,0,0,0
NB,2020-02-09,0,0,0,0
NB,2020-02-10,0,0,0,0
NB,2020-02-11,0,0,0,0
NB,2020-02-12,0,0,0,0
NB,2020-02-13,0,0,0,0
NB,2020-02-14,0,0,0,0
NB,2020-02-15,0,0,0,0
NB,2020-02-16,0,0,0,0
NB,2020-02-17,0,0,0,0
NB,2020-02-18,0,0,0,0
NB,2020-02-19,0,0,0,0
NB,2020-02-20,0,0,0,0
NB,2020-02-21,0,0,0,0
NB,2020-02-22,0,0,0,0
NB,2020-02-23,0,0,0,0
NB,2020-02-24,0,0,0,0
NB,2020-02-25,0,0,0,0
NB,2020-02-26,0,0,0,0
NB,2020-02-27,0,0,0,0
NB,2020-02-28,0,0,0,0
NB,2020-02-29,0,0,0,0
NB,2020-03-01,0,0,0,0
NB,2020-03-02,0,0,0,0
NB,2020-03-03,0,0,0,0
NB,2020-03-04,0,0,0,0
NB,2020-03-05,0,0,0,0
NB,2020-03-06,0,0,0,0
NB,2020-03-07,0,0,0,0
NB,2020-03-08,0,0,0,0
NB,2020-03-09,0,0,0,0
NB,2020-03-10,0,0,0,0
NB,2020-03-11,0,0,0,0
NB,2020-03-12,0,0,0,0
NB,2020-03-13,0,0,0,0
NB,2020-03-14,0,0,0,0
NB,2020-03-15,0,0,0,0
NB,2020-03-16,0,0,0,0
NB,2020-03-17,0,0,0,0
NB,2020-03-18,0,0,0,0
NB,2020-03-19,0,0,0,0
NB,2020-03-20,0,0,0,0
NB,2020-03-21,0,0,0,0
NB,2020-03-22,0,0,0,0
NB,2020-03-23,0,0,0,0
NB,2020-03-24,0,0,0,0
NB,2020-03-25,0,0,0,0
NB,2020-03-26,0,0,0,0
NB,2020-03-27,0,0,0,0
NB,2020-03-28,0,0,0,0
NB,2020-03-29,0,0,0,0
NB,2020-03-30,0,0,0,0
NB,2020-03-31,0,0,0,0
NB,2020-04-01,0,0,0,0
NB,2020-04-02,0,0,0,0
NB,2020-04-03,0,0,0,0
NB,2020-04-04,0,0,0,0
NB,2020-04-05,0,0,0,0
NB,2020-04-06,0,0,0,0
NB,2020-04-07,0,0,0,0
NB,2020-04-08,0,0,0,0
NB,2020-04-09,0,0,0,0
NB,2020-04-10,0,0,0,0
NB,2020-04-11,0,0,0,0
NB,2020-04-12,0,0,0,0
NB,2020-04-13,0,0,0,0
NB,2020-04-14,0,0,0,0
NB,2020-04-15,0,0,0,0
NB,2020-04-16,0,0,0,0
NB,2020-04-17,0,0,0,0
NB,2020-04-18,0,0,0,0
NB,2020-04-19,0,0,0,0
NB,2020-04-20,0,0,0,0
NB,2020-04-21,0,0,0,0
NB,2020-04-22,0,0,0,0
NB,2020-04-23,0,0,0,0
NB,2020-04-24,0,0,0,0
NB,2020-04-25,0,0,0,0
NB,2020-04-26,0,0,0,0
NB,2020-04-27,0,0,0,0
NB,2020-04-28,0,0,0,0
NB,2020-04-29,0,0,0,0
NB,2020-04-30,0,0,0,0
NB,2020-05-01,0,0,0,0
NB,2020-05-02,0,0,0,0
NB,2020-05-03,0,0,0,0
NB,2020-05-04,0,0,0,0
NB,2020-05-05,0,0,0,0
NB,2020-05-06,0,0,0,0
NB,2020-05-07,0,0,0,0
NB,2020-05-08,0,0,0,0
NB,2020-05-09,0,0,0,0
NB,2020-05-10,0,0,0,0
NB,2020-05-11,0,0,0,0
NB,2020-05-12,0,0,0,0
NB,2020-05-13,0,0,0,0
NB,2020-05-14,0,0,0,0
NB,2020-05-15,0,0,0,0
NB,2020-05-16,0,0,0,0
NB,2020-05-17,0,0,0,0
NB,2020-05-18,0,0,0,0
NB,2020-05-19,0,0,0,0
NB,2020-05-20,0,0,0,0
NB,2020-05-21,0,0,0,0
NB,2020-05-22,0,0,0,0
NB,2020-05-23,0,0,0,0
NB,2020-05-24,0,0,0,0
NB,2020-05-25,0,0,0,0
NB,2020-05-26,0,0,0,0
NB,2020-05-27,0,0,0,0
NB,2020-05-28,0,0,0,0
NB,2020-05-29,0,0,0,0
NB,2020-05-30,0,0,0,0
NB,2020-05-31,0,0,0,0
NB,2020-06-01,0,0,0,0
NB,2020-06-02,0,0,0,0
NB,2020-06-03,0,0,0,0
NB,2020-06-04,0,0,0,0
NB,2020-06-05,0,0,0,0
NB,2020-06-06,0,0,0,0
NB,2020-06-07,0,0,0,0
NB,2020-06-08,0,0,0,0
NB,2020-06-09,0,0,0,0
NB,2020-06-10,0,0,0,0
NB,2020-06-11,0,0,0,0
NB,2020-06-12,0,0,0,0
NB,2020-06-13,0,0,0,0
NB,2020-06-14,0,0,0,0
NB,2020-06-15,0,0,0,0
NB,2020-06-16,0,0,0,0
NB,2020-06-17,0,0,0,0
NB,2020-06-18,0,0,0,0
NB,2020-06-19,0,0,0,0
NB,2020-06-20,0,0,0,0
NB,2020-06-21,0,0,0,0
NB,2020-06-22,0,0,0,0
NB,2020-06-23,0,0,0,0
NB,2020-06-24,0,0,0,0
NB,2020-06-25,0,0,0,0
NB,2020-06-26,0,0,0,0
NB,2020-06-27,0,0,0,0
NB,2020-06-28,0,0,0,0
NB,2020-06-29,0,0,0,0
NB,2020-06-30,0,0,0,0
NB,2020-07-01,0,0,0,0
NB,2020-07-02,0,0,0,0
NB,2020-07-03,0,0,0,0
NB,2020-07-04,0,0,0,0
NB,2020-07-05,0,0,0,0
NB,2020-07-06,0,0,0,0
NB,2020-07-07,0,0,0,0
NB,2020-07-08,0,0,0,0
NB,2020-07-09,0,0,0,0
NB,2020-07-10,0,0,0,0
NB,2020-07-11,0,0,0,0
NB,2020-07-12,0,0,0,0
NB,2020-07-13,0,0,0,0
NB,2020-07-14,0,0,0,0
NB,2020-07-15,0,0,0,0
NB,2020-07-16,0,0,0,0
NB,2020-07-17,0,0,0,0
NB,2020-07-18,0,0,0,0
NB,2020-07-19,0,0,0,0
NB,2020-07-20,0,0,0,0
NB,2020-07-21,0,0,0,0
NB,2020-07-22,0,0,0,0
NB,2020-07-23,0,0,0,0
NB,2020-07-24,0,0,0,0
NB,2020-07-25,0,0,0,0
NB,2020-07-26,0,0,0,0
NB,2020-07-27,0,0,0,0
NB,2020-07-28,0,0,0,0
NB,2020-07-29,0,0,0,0
NB,2020-07-30,0,0,0,0
NB,2020-07-31,0,0,0,0
NB,2020-08-01,0,0,0,0
NB,2020-08-02,0,0,0,0
NB,2020-08-03,0,0,0,0
NB,2020-08-04,0,0,0,0
NB,2020-08-05,0,0,0,0
NB,2020-08-06,0,0,0,0
NB,2020-08-07,0,0,0,0
NB,2020-08-08,0,0,0,0
NB,2020-08-09,0,0,0,0
NB,2020-08-10,0,0,0,0
NB,2020-08-11,0,0,0,0
NB,2020-08-12,0,0,0,0
NB,2020-08-13,0,0,0,0
NB,2020-08-14,0,0,0,0
NB,2020-08-15,0,0,0,0
NB,2020-08-16,0,0,0,0
NB,2020-08-17,0,0,0,0
NB,2020-08-18,0,0,0,0
NB,2020-08-19,0,0,0,0
NB,2020-08-20,0,0,0,0
NB,2020-08-21,0,0,0,0
NB,2020-08-22,0,0,0,0
NB,2020-08-23,0,0,0,0
NB,2020-08-24,0,0,0,0
NB,2020-08-25,0,0,0,0
NB,2020-08-26,0,0,0,0
NB,2020-08-27,0,0,0,0
NB,2020-08-28,0,0,0,0
NB,2020-08-29,0,0,0,0
NB,2020-08-30,0,0,0,0
NB,2020-08-31,0,0,0,0
NB,2020-09-01,0,0,0,0
NB,2020-09-02,0,0,0,0
NB,2020-09-03,0,0,0,0
NB,2020-09-04,0,0,0,0
NB,2020-09-05,0,0,0,0
NB,2020-09-06,0,0,0,0
NB,2020-09-07,0,0,0,0
NB,2020-09-08,0,0,0,0
NB,2020-09-09,0,0,0,0
NB,2020-09-10,0,0,0,0
NB,2020-09-11,0,0,0,0
NB,2020-09-12,0,0,0,0
NB,2020-09-13,0,0,0,0
NB,2020-09-14,0,0,0,0
NB,2020-09-15,0,0,0,0
NB,2020-09-16,0,0,0,0
NB,2020-09-17,0,0,0,0
NB,2020-09-18,0,0,0,0
NB,2020-09-19,0,0,0,0
NB,2020-09-20,0,0,0,0
NB,2020-09-21,0,0,0,0
NB,2020-09-22,0,0,0,0
NB,2020-09-23,0,0,0,0
NB,2020-09-24,0,0,0,0
NB,2020-09-25,0,0,0,0
NB,2020-09-26,0,0,0,0
NB,2020-09-27,0,0,0,0
NB,2020-09-28,0,0,0,0
NB,2020-09-29,0,0,0,0
NB,2020-09-30,0,0,0,0
NB,2020-10-01,0,0,0,0
NB,2020-10-02,0,0,0,0
NB,2020-10-03,0,0,0,0
NB,2020-10-04,0,0,0,0
NB,2020-10-05,0,0,0,0
NB,2020-10-06,0,0,0,0
NB,2020-10-07,0,0,0,0
NB,2020-10-08,0,0,0,0
NB,2020-10-09,0,0,0,0
NB,2020-10-10,0,0,0,0
NB,2020-10-11,0,0,0,0
NB,2020-10-12,0,0,0,0
NB,2020-10-13,0,0,0,0
NB,2020-10-14,0,0,0,0
NB,2020-10-15,0,0,0,0
NB,2020-10-16,0,0,0,0
NB,2020-10-17,0,0,0,0
NB,2020-10-18,0,0,0,0
NB,2020-10-19,0,0,0,0
NB,2020-10-20,0,0,0,0
NB,2020-10-21,0,0,0,0
NB,2020-10-22,0,0,0,0
NB,2020-10-23,0,0,0,0
NB,2020-10-24,0,0,0,0
NB,2020-10-25,0,0,0,0
NB,2020-10-26,0,0,0,0
NB,2020-10-27,0,0,0,0
NB,2020-10-28,0,0,0,0
NB,2020-10-29,0,0,0,0
NB,2020-10-30,0,0,0,0
NB,2020-10-31,0,0,0,0
NB,2020-11-01,0,0,0,0
NB,2020-11-02,0,0,0,0
NB,2020-11-03,0,0,0,0
NB,2020-11-04,0,0,0,0
NB,2020-11-05,0,0,0,0
NB,2020-11-06,0,0,0,0
NB,2020-11-07,0,0,0,0
NB,2020-11-08,0,0,0,0
NB,2020-11-09,0,0,0,0
NB,2020-11-10,0,0,0,0
NB,2020-11-11,0,0,0,0
NB,2020-11-12,0,0,0,0
NB,2020-11-13,0,0,0,0
NB,2020-11-14,0,0,0,0
NB,2020-11-15,0,0,0,0
NB,2020-11-16,0,0,0,0
NB,2020-11-17,0,0,0,0
NB,2020-11-18,0,0,0,0
NB,2020-11-19,0,0,0,0
NB,2020-11-20,0,0,0,0
NB,2020-11-21,0,0,0,0
NB,2020-11-22,0,0,0,0
NB,2020-11-23,0,0,0,0
NB,2020-11-24,0,0,0,0
NB,2020-11-25,0,0,0,0
NB,2020-11-26,0,0,0,0
NB,2020-11-27,0,0,0,0
NB,2020-11-28,0,0,0,0
NB,2020-11-29,0,0,0,0
NB,2020-11-30,0,0,0,0
NB,2020-12-01,0,0,0,0
NB,2020-12-02,0,0,0,0
NB,2020-12-03,0,0,0,0
NB,2020-12-04,0,0,0,0
NB,2020-12-05,0,0,0,0
NB,2020-12-06,0,0,0,0
NB,2020-12-07,0,0,0,0
NB,2020-12-08,0,0,0,0
NB,2020-12-09,0,0,0,0
NB,2020-12-10,0,0,0,0
NB,2020-12-11,0,0,0,0
NB,2020-12-12,0,0,0,0
NB,2020-12-13,0,0,0,0
NB,2020-12-14,0,0,0,0
NB,2020-12-15,0,0,0,0
NB,2020-12-16,0,0,0,0
NB,2020-12-17,1950,0,0,0
NB,2020-12-18,1950,0,0,0
NB,2020-12-19,1950,0,0,5
NB,2020-12-20,1950,0,0,5
NB,2020-12-21,1950,0,0,1871
NB,2020-12-22,1950,0,0,1871
NB,2020-12-23,1950,0,0,1871
NB,2020-12-24,1950,0,0,1871
NB,2020-12-25,1950,0,0,1871
NB,2020-12-26,1950,0,0,1871
NB,2020-12-27,1950,0,0,1871
NB,2020-12-28,1950,0,0,2905
NB,2020-12-29,1950,0,0,2905
NB,2020-12-30,5850,0,0,2905
NB,2020-12-31,5850,0,0,2905
NB,2021-01-01,8250,0,0,2905
NB,2021-01-02,8250,0,0,2905
NB,2021-01-03,8250,0,0,2905
NB,2021-01-04,8250,0,0,2905
NB,2021-01-05,8250,0,0,2905
NB,2021-01-06,11175,0,0,4105
NB,2021-01-07,11175,0,0,5019
NB,2021-01-08,11175,0,0,5019
NB,2021-01-09,11175,0,0,5019
NB,2021-01-10,11175,0,0,5019
NB,2021-01-11,11175,0,0,7732
NB,2021-01-12,11175,0,0,7732
NB,2021-01-13,11175,0,1862,7732
NB,2021-01-14,11175,0,1862,7732
NB,2021-01-15,17775,0,1862,7732
NB,2021-01-16,17775,0,1862,7732
NB,2021-01-17,17775,0,1862,7732
NB,2021-01-18,17775,0,2567,10436
NB,2021-01-19,17775,0,2567,10436
NB,2021-01-20,17775,0,2567,10436
NB,2021-01-21,17775,0,2567,10436
NB,2021-01-22,21675,0,2567,10436
NB,2021-01-23,21675,0,2567,10436
NB,2021-01-24,21675,0,2567,10436
NB,2021-01-25,21675,0,2839,14257
NB,2021-01-26,21675,0,2839,14257
NB,2021-01-27,21675,0,2839,14257
NB,2021-01-28,21675,0,2839,14257
NB,2021-01-29,21675,0,2839,14257
NB,2021-01-30,21675,0,2839,14257
NB,2021-01-31,21675,0,2839,14257
NB,2021-02-01,21675,0,4460,17277
NB,2021-02-02,21675,0,4460,17277
NB,2021-02-03,21675,0,4460,17277
NB,2021-02-04,21675,0,4460,17277
NB,2021-02-05,21675,0,4460,17277
NB,2021-02-06,21675,0,4460,17277
NB,2021-02-07,21675,0,4460,17277
NB,2021-02-08,25850,0,5347,18643
NB,2021-02-09,25850,0,5347,18643
NB,2021-02-10,25850,0,5347,18643
NB,2021-02-11,26825,0,5347,18643
NB,2021-02-12,26825,0,5347,18643
NB,2021-02-13,26825,0,5347,18643
NB,2021-02-14,26825,0,5347,18643
NB,2021-02-15,26825,0,5347,18643
NB,2021-02-16,26825,0,7505,21182
NB,2021-02-17,26825,0,7505,21182
NB,2021-02-18,26825,0,7505,21182
NB,2021-02-19,35015,0,7505,21182
NB,2021-02-20,35015,0,7505,21182
NB,2021-02-21,35015,0,7505,21182
NB,2021-02-22,35015,0,11036,26317
NB,2021-02-23,35015,0,11036,26317
NB,2021-02-24,35015,0,11036,26317
NB,2021-02-25,35015,0,11036,26317
NB,2021-02-26,46775,0,11036,26317
NB,2021-02-27,46775,0,11036,26317
NB,2021-02-28,46775,0,11036,26317
NB,2021-03-01,46775,0,11036,26317
NB,2021-03-02,46775,0,12142,33741
NB,2021-03-03,46775,0,12142,33741
NB,2021-03-04,46775,0,12142,33741
NB,2021-03-05,56135,0,12142,33741
NB,2021-03-06,56135,0,12142,33741
NB,2021-03-07,56135,0,12142,33741
NB,2021-03-08,56135,0,12152,38483
NB,2021-03-09,56135,0,12152,38483
NB,2021-03-10,56135,0,12152,38483
NB,2021-03-11,75995,0,12152,38483
NB,2021-03-12,75995,0,12152,38483
NB,2021-03-13,75995,0,12152,38483
NB,2021-03-14,75995,0,12152,38483
NB,2021-03-15,75995,0,12195,51354
NB,2021-03-16,75995,0,12195,51354
NB,2021-03-17,75995,0,12195,53523
NB,2021-03-18,93455,0,12197,54828
NB,2021-03-19,93455,0,12197,55668
NB,2021-03-20,93455,0,12200,57722
NB,2021-03-21,93455,0,12219,61106
NB,2021-03-22,93455,0,12221,63195
NB,2021-03-23,93455,0,12222,64352
NB,2021-03-24,93455,0,12205,66386
NB,2021-03-25,123115,0,12207,69960
NB,2021-03-26,123115,0,12211,75962
NB,2021-03-27,123115,0,12216,81064
NB,2021-03-28,123115,0,12220,87266
NB,2021-03-29,123115,0,12223,90182
NB,2021-03-30,123115,0,12226,91377
NB,2021-03-31,123115,0,12225,95255
NB,2021-04-01,147685,0,12230,100798
NB,2021-04-02,147685,0,12244,110940
NB,2021-04-03,147685,0,12250,116885
NB,2021-04-04,147685,0,12254,120673
NB,2021-04-05,190485,0,12256,122229
NB,2021-04-06,190485,0,12257,124122
NB,2021-04-07,190485,0,13209,129317
NB,2021-04-08,211545,0,14334,135802
NB,2021-04-09,211545,0,15219,142858
NB,2021-04-10,211545,0,15559,150106
NB,2021-04-11,211545,0,15771,151586
NB,2021-04-12,211545,0,15771,152265
NB,2021-04-13,211545,0,15907,161663
NB,2021-04-14,211545,0,16252,167147
NB,2021-04-15,255205,0,16858,174234
NB,2021-04-16,255205,0,17160,182524
NB,2021-04-17,255205,0,17901,190460
NB,2021-04-18,255205,0,18514,197092
NB,2021-04-19,255205,0,18812,200587
NB,2021-04-20,255205,0,19028,204576
NB,2021-04-21,255205,0,20386,211130
NB,2021-04-22,277435,0,22008,218939
NB,2021-04-23,277435,0,23182,228004
NB,2021-04-24,277435,0,23548,236953
NB,2021-04-25,277435,0,23907,242412
NB,2021-04-26,277435,0,24096,244473
NB,2021-04-27,277435,0,24583,248564
NB,2021-04-28,277435,0,25222,252879
NB,2021-04-29,298495,0,25888,257057
NB,2021-04-30,298495,0,26261,262139
NB,2021-05-01,298495,0,26738,267662
NB,2021-05-02,298495,0,26912,270490
NB,2021-05-03,298495,0,27015,271891
NB,2021-05-04,310995,0,27680,275356
NB,2021-05-05,310995,0,28188,279259
NB,2021-05-06,373815,0,28847,285000
NB,2021-05-07,373815,0,29476,293550
NB,2021-05-08,373815,0,29688,302262
NB,2021-05-09,373815,0,29688,308215
NB,2021-05-10,373815,0,29886,308697
NB,2021-05-11,415935,0,30094,312060
NB,2021-05-12,415935,0,30889,318498
NB,2021-05-13,415935,0,31301,327633
NB,2021-05-14,415935,0,32130,338127
NB,2021-05-15,415935,0,32724,349662
NB,2021-05-16,415935,0,32838,355454
NB,2021-05-17,415935,0,32857,356913
NB,2021-05-18,415935,0,33242,363342
NB,2021-05-19,415935,0,33924,373309
NB,2021-05-20,470385,0,34753,385958
NB,2021-05-21,470385,0,35323,399709
NB,2021-05-22,470385,0,35702,411471
NB,2021-05-23,470385,0,35957,419767
NB,2021-05-24,470385,0,36013,422010
NB,2021-05-25,491685,0,36046,423919
NB,2021-05-26,491685,0,36297,430184
NB,2021-05-27,533805,0,37105,440338
NB,2021-05-28,533805,0,37999,451363
NB,2021-05-29,533805,0,38815,461042
NB,2021-05-30,533805,0,39633,470122
NB,2021-05-31,533805,0,40172,474127
NB,2021-06-01,534105,0,40912,480783
NB,2021-06-02,534105,0,42050,489580
NB,2021-06-03,591545,0,43162,499490
NB,2021-06-04,591545,0,44437,511840
NB,2021-06-05,591545,0,45646,520899
NB,2021-06-06,591545,0,46193,524339
NB,2021-06-07,591545,0,47392,534800
NB,2021-06-08,591545,0,48363,539591
NB,2021-06-09,591545,0,50596,551125
NB,2021-06-10,591545,0,56084,560759
NB,2021-06-11,642685,0,64014,574390
NB,2021-06-12,642685,0,69686,583855
NB,2021-06-13,642685,0,75245,592510
NB,2021-06-14,642685,0,77718,596413
NB,2021-06-15,642685,0,81981,602894
NB,2021-06-16,642685,0,89122,612026
NB,2021-06-17,692995,0,98143,622781
NB,2021-06-18,692995,0,109955,636010
NB,2021-06-19,692995,0,121777,649110
NB,2021-06-20,692995,0,129971,658786
NB,2021-06-21,692995,0,132827,662387
NB,2021-06-22,752635,0,139120,669041
NB,2021-06-23,752635,0,149404,679716
NB,2021-06-24,752635,0,161861,693708
NB,2021-06-25,859315,0,175069,708727
NB,2021-06-26,859315,0,189927,725042
NB,2021-06-27,859315,0,203390,739980
NB,2021-06-28,859315,0,209173,746333
NB,2021-06-29,859315,0,220070,758092
NB,2021-06-30,859315,0,233017,772223
NB,2021-07-01,859315,0,250316,791050
NB,2021-07-02,1016255,0,258502,799981
NB,2021-07-03,1016255,0,266840,808951
NB,2021-07-04,1016255,0,274603,817406
NB,2021-07-05,1016255,0,279688,822985
NB,2021-07-06,1016255,0,288665,832855
NB,2021-07-07,1016255,0,301924,847598
NB,2021-07-08,1040575,0,314994,862212
NB,2021-07-09,1040575,0,329143,877938
NB,2021-07-10,1040575,0,340583,890757
NB,2021-07-11,1040575,0,349560,900761
NB,2021-07-12,1040575,0,353609,905291
NB,2021-07-13,1040575,0,360545,913138
NB,2021-07-14,1040575,0,371013,924848
NB,2021-07-15,1069825,0,381703,936811
NB,2021-07-16,1069825,0,394462,951076
NB,2021-07-17,1069825,0,401409,958918
NB,2021-07-18,1069825,0,402642,960378
NB,2021-07-19,1069825,0,403013,960792
NB,2021-07-20,1129885,0,414232,973566
NB,2021-07-21,1129885,0,420696,981127
NB,2021-07-22,1129885,0,427872,989429
NB,2021-07-23,1129885,0,434878,997798
NB,2021-07-24,1129885,0,441023,1005101
NB,2021-07-25,1129885,0,445691,1010548
NB,2021-07-26,1194235,0,446830,1011900
NB,2021-07-27,1194235,0,448784,1014351
NB,2021-07-28,1194235,0,453323,1019934
NB,2021-07-29,1270285,0,458215,1025847
NB,2021-07-30,1270285,0,462780,1031439
NB,2021-07-31,1270285,0,462780,1031439
NB,2021-08-01,1270285,0,470517,1040874
NB,2021-08-02,1270285,0,470517,1040874
NB,2021-08-03,1261015,0,472018,1042894
NB,2021-08-04,1261015,0,472959,1044152
NB,2021-08-05,1261015,0,475872,1047867
NB,2021-08-06,1261015,0,478750,1051567
NB,2021-08-07,1261015,0,478750,1051567
NB,2021-08-08,1261015,0,478750,1051567
NB,2021-08-09,1261015,0,483702,1058160
NB,2021-08-10,1306015,0,484868,1059670
NB,2021-08-11,1306015,0,486561,1061825
NB,2021-08-12,1306015,0,488943,1064911
NB,2021-08-13,1306015,0,491599,1068501
NB,2021-08-14,1306015,0,491599,1068501
NB,2021-08-15,1306015,0,491599,1068501
NB,2021-08-16,1306015,0,495338,1073519
NB,2021-08-17,1306015,0,495755,1074131
NB,2021-08-18,1306015,0,498217,1077871
NB,2021-08-19,1306015,0,499538,1079755
NB,2021-08-20,1306015,0,501598,1082569
NB,2021-08-21,1306015,0,501598,1082569
NB,2021-08-22,1306015,0,501598,1082569
NB,2021-08-23,1306015,0,504436,1086655
NB,2021-08-24,1306015,0,514085,1097337
NB,2021-08-25,1306015,0,515759,1099907
NB,2021-08-26,1306015,0,516861,1101497
NB,2021-08-27,1306015,0,518501,1104142
NB,2021-08-28,1306015,0,518501,1104142
NB,2021-08-29,1306015,0,518501,1104142
NB,2021-08-30,1306015,0,522277,1110159
NB,2021-08-31,1306015,0,523750,1112456
NB,2021-09-01,1306015,0,525603,1115414
NB,2021-09-02,1306015,0,526518,1116866
NB,2021-09-03,1306015,0,528063,1119321
NB,2021-09-04,1306015,0,528063,1119321
NB,2021-09-05,1306015,0,528063,1119321
NB,2021-09-06,1306015,0,528063,1119321
NB,2021-09-07,1306015,0,530514,1123235
NB,2021-09-08,1306015,0,531086,1124216
NB,2021-09-09,1306015,0,531705,1125380
NB,2021-09-10,1306015,0,532991,1127422
NB,2021-09-11,1306015,0,532991,1127422
NB,2021-09-12,1306015,0,532991,1127422
NB,2021-09-13,1306015,0,535575,1131475
NB,2021-09-14,1306015,0,535976,1132083
NB,2021-09-15,1306015,0,537162,1134153
NB,2021-09-16,1306015,0,537672,1135104
NB,2021-09-17,1306015,0,539484,1138881
NB,2021-09-18,1306015,0,539484,1138881
NB,2021-09-19,1306015,0,539484,1138881
NB,2021-09-20,1306015,0,541952,1143926
NB,2021-09-21,1306015,0,542623,1145444
NB,2021-09-22,1306015,0,543646,1147781
NB,2021-09-23,1306015,0,545850,1152333
NB,2021-09-24,1306015,0,547486,1155893
